,name,name2,position
23,Benjamin Pavard,benjamin pavard,M
24,Florian Kainz,florian kainz,AM
25,Wataru Endo,wataru endo,DMC
26,Anton Stach,anton stach,DMC
27,Dominik Szoboszlai,dominik szoboszlai,AM
28,Thomas Meunier,thomas meunier,M
29,Jeremie Frimpong,jeremy frimpong,M
30,Emre Can,emre can,DMC
31,Florian Grillitsch,florian grillitsch,M
32,Raphaël Guerreiro,raphael guerreiro,M
33,Mahmoud Dahoud,mahmoud dahoud,M
34,Lukas Kübler,luke kuebler,M
35,Aarón Martín,aaron martin,M
36,Paul Jaeckel,paul jaeckel,DMC
37,Salih Özcan,salih ozcan,M
38,Amadou Haïdara,amadou haidara,M
39,Denis Zakaria,denis zakaria,DMC
40,Matthias Ginter,matthew ginter,DMC
41,Silvan Widmer,sylvan widmer,M
42,Ramy Bensebaïni,ramy bensebaini,M
43,Robert Andrich,robert andrich,M
44,Niklas Dorsch,nicholas dorsch,DMC
45,Konrad Laimer,konrad laimer,M
46,Diadié Samassékou,diadie samassekou,DMC
47,Niko Gießelmann,niko gießelmann,M
48,Djibril Sow,djibril sov,DMC
49,Iago,iago,M
50,Marvin Plattenhardt,marvin plattenhardt,M
51,Christian Günter,christian gunter,M
52,Atakan Karazor,atakan karazor,DMC
53,Benjamin Henrichs,benjamin henrichs,M
54,Suat Serdar,suat serdar,M
55,Lukas Klostermann,luke klosterman,M
56,Rani Khedira,rani khedira,DMC
57,Santiago Ascacibar,santiago ascacibar,DMC
58,Florian Neuhaus,florian neuhaus,M
59,Grischa Prömel,grischa proemel,M
60,Waldemar Anton,waldemar anton,DMC
61,Ridle Baku,ridle baku,M
62,Mitchel Bakker,mitchel baker,M
63,Maximilian Eggestein,maximilian eggestein,M
64,Max Christiansen,max christiansen,DMC
65,Kevin Mbabu,kevin mbabou,M
66,Nordi Mukiele,nordi mukiele,M
67,Axel Witsel,axel witsel,M
68,Gerrit Holtmann,gerrit holtman,M
69,Charles Aránguiz,charles aranguiz,M
70,Niklas Stark,nicholas stark,DMC
71,Dejan Ljubicic,dejan ljubicic,M
72,Dennis Geiger,dennis geiger,M
73,Konstantinos Stafylidis,konstantinos stafylidis,M
74,Eduard Löwen,edward lowen,M
75,Leandro Barreiro Martins,leandro barreiro martins,DMC
76,Kevin Schade,kevin shame,M
77,Orel Mangala,orel mangala,M
78,Kevin Kampl,kevin kampl,M
79,Arne Maier,arne maier,DMC
80,Genki Haraguchi,genki haraguchi,M
81,Alessandro Schöpf,alessandro schöpf,M
82,Timothy Tillman,timothy tilman,AM
83,Paulinho,paulinho,AM
84,Pavel Kaderábek,pavel kaderabek,M
85,Marco Meyerhöfer,marco meyerhofer,M
86,Joe Scally,joe scally,M
87,Dominik Kohr,dominik kohr,DMC
88,Kevin Akpoguma,kevin akpoguma,M
89,Aster Vranckx,aster vranckx,M
90,Julian Ryerson,julian ryerson,M
91,Jérôme Roussillon,jerome roussillon,M
92,Exequiel Palacios,exquiel palacios,M
93,Elvis Rexhbecaj,elvis rexhbecaj,M
94,Nick Viergever,nick viergever,DMC
95,Kristijan Jakic,kristian jakic,DMC
96,Manuel Prietl,manuel prietl,M
97,Yannick Gerhardt,yannick gerhardt,M
98,Sebastian Vasiliadis,sebastian vasiliadis,M
99,Milos Pantovic,milos pantovic,AM
100,Marius Wolf,marius wolf,M
101,Angelo Stiller,angelo stiller,DMC
102,Mads Pedersen,mads pedersen,M
103,Tyler Adams,tyler adams,M
104,Sebastian Griesbeck,sebastian griesbeck,DMC
105,Kevin Vogt,kevin vogt,M
106,Paul Seguin,paul seguin,DMC
107,Jeremy Dudziak,jeremy dudziak,M
108,Luca Netz,luca netz,M
109,Sebastian Rudy,sebastián rudy,M
110,Fabian Kunze,fabian kunze,DMC
111,Ajdin Hrustic,ajdin hrustic,M
112,Peter Pekarík,peter pekarik,M
113,Lucas Tousart,lucas tousart,DMC
114,Renato Steffen,renato steffen,M
115,Roberto Massimo,roberto massimo,M
116,Stefan Lainer,stefan lainer,M
117,Christoph Kramer,christopher kramer,DMC
118,Jens Petter Hauge,jens petter hauge,AM
119,Jacob Bruun Larsen,jacob bruun larsen,AM
120,Kevin Stöger,kevin stoeger,M
121,Jetro Willems,jetro willems,M
122,Louis Schaub,louis schaub,AM
123,Raphael Framberger,raphael framberger,M
124,Jurgen Ekkelenkamp,jurgen ekkelenkamp,AM
125,Christopher Antwi-Adjei,christopher antwi-adjei,AM
126,Jan Morávek,jan moravek,M
127,Levin Öztunali,levin öztunali,M
128,Kevin Möhwald,kevin moehwald,M
0,Shkodran Mustafi,shkodran mustafi,D
1,James Tomkins,james tomkins,D
2,Jan Vertonghen,jan vertonghen,D
3,Chris Smalling,chris smalling,D
4,James Tarkowski,james tarkowski,D
5,Shane Duffy,shane duffy,D
6,Nicolás Otamendi,nicolas otamendi,D
7,Ben Mee,ben mee,D
8,Kurt Zouma,kurt zouma,D
9,Joe Gomez,joe gomez,D
10,Christopher Schindler,christopher schindler,D
11,Ryan Shawcross,ryan shawcross,D
12,Laurent Koscielny,laurent koscielny,D
13,Harry Maguire,harry maguire,D
14,Florian Lejeune,florian lejeune,D
15,Jamaal Lascelles,jamal lascelles,D
16,Lewis Dunk,lewis dunk,D
17,Craig Dawson,craig dawson,D
18,Dejan Lovren,dejan lovren,D
19,Ahmed Hegazy,ahmed hegazy,D
20,Cuco Martina,cuco martina,D
21,Simon Francis,simon francis,D
22,Davinson Sánchez,davinson sanchez,D
23,Michael Keane,michael keane,D
24,Christian Kabasele,christian kabasele,D
25,Nick Pope,nick pope,GK
26,Antonio Rüdiger,antonio ruediger,D
27,Joel Matip,joel matip,D
28,Steve Cook,stevecook,D
29,Mike van der Hoorn,mike van der hoorn,D
30,Lukasz Fabianski,lukasz fabianski,GK
31,Wesley Hoedt,wesley hoedt,D
32,Gary Cahill,gary cahill,D
33,Maya Yoshida,maya yoshida,D
34,David de Gea,david de gea,GK
35,Phil Jagielka,phil jagielka,D
36,Alfie Mawson,alfie mawson,D
37,Ragnar Klavan,ragnar klavan,D
38,Mamadou Sakho,mamadou sakho,D
39,Jack Stephens,jack stephens,D
40,Ciaran Clark,ciaran clark,D
41,Jonny Evans,johnny evans,D
42,Adrián,adrian,GK
43,Jack Butland,jack butland,GK
44,Federico Fernández,federico fernandez,D
45,Paul Dummett,paul dummett,D
46,Angelo Ogbonna,angelo ogbonna,D
47,Petr Cech,petr cech,GK
48,Hugo Lloris,hugo lloris,GK
49,Wayne Hennessey,wayne hennessy,GK
50,Mathew Ryan,matthew ryan,GK
51,Zanka,zanka,D
52,Ashley Williams,ashley williams,D
53,Loris Karius,loris karius,GK
54,Ederson,ederson,GK
55,Adrian Mariappa,adrian mariappa,D
56,Heurelho Gomes,heurelho gomes,GK
57,Jordan Pickford,jordan pickford,GK
58,Thibaut Courtois,thibaut courtois,GK
59,Wes Morgan,wes morgan,D
60,Kasper Schmeichel,kasper schmeichel,GK
61,Gaëtan Bong,gaetan bong,D
62,Danny Simpson,danny simpson,D
63,Timothy Fosu-Mensah,timothy fosu-mensah,D
64,Jonas Lössl,jonas loessl,GK
65,Sebastian Prödl,sebastian proedl,D
66,Asmir Begovic,asmir begovic,GK
67,Fraser Forster,fraser forster,GK
68,Ben Foster,ben foster,GK
69,Simon Mignolet,simon mignolet,GK
70,Joe Hart,joe hart,GK
0,Virgil van Dijk,virgil van dijk,D
1,Fabian Schär,fabian schär,D
2,Michael Keane,michael keane,D
3,Willy Boly,willy boly,D
4,James Tarkowski,james tarkowski,D
5,Shane Duffy,shane duffy,D
6,Joel Matip,joel matip,D
7,Jannik Vestergaard,jannik vestergaard,D
8,Shkodran Mustafi,shkodran mustafi,D
9,Aymeric Laporte,aymeric laporte,D
10,Jan Bednarek,jan bednarek,D
11,Lukasz Fabianski,lukasz fabianski,GK
12,Harry Maguire,harry maguire,D
13,Fabián Balbuena,fabian balbuena,D
14,Steve Cook,stevecook,D
15,Sean Morrison,sean morrison,D
16,Hugo Lloris,hugo lloris,GK
17,Jan Vertonghen,jan vertonghen,D
18,Issa Diop,issa diop,D
19,Jonny Evans,johnny evans,D
20,Wes Morgan,wes morgan,D
21,John Stones,john stones,D
22,Ben Mee,ben mee,D
23,James Tomkins,james tomkins,D
24,Toby Alderweireld,toby alderweireld,D
25,Davinson Sánchez,davinson sanchez,D
26,Sokratis Papastathopoulos,socratis papastathopoulos,D
27,Jamaal Lascelles,jamal lascelles,D
28,Alisson,alison,GK
29,Chris Smalling,chris smalling,D
30,Antonio Rüdiger,antonio rudiger,D
31,Kurt Zouma,kurt zouma,D
32,Zanka,zanka,D
33,Ryan Bennett,ryan bennett,D
34,Angelo Ogbonna,angelo ogbonna,D
35,Vicente Guaita,vicente guaita,GK
36,Paul Dummett,paul dummett,D
37,Neil Etheridge,neil etheridge,GK
38,Lewis Dunk,lewis dunk,D
39,Mamadou Sakho,mamadou sakho,D
40,Maxime Le Marchand,maxim le marchand,D
41,Ben Foster,ben foster,GK
42,Bruno Ecuele Manga,bruno ecuele manga,D
43,Bernd Leno,bernd leno,GK
44,Victor Lindelöf,victor lindelof,D
45,Christian Kabasele,christian kabasele,D
46,Ederson,ederson,GK
47,Craig Cathcart,craig cathcart,D
48,Kepa Arrizabalaga,kepa arrizabalaga,GK
49,Martin Dúbravka,martin dubravka,GK
50,Adrian Mariappa,adrian mariappa,D
51,Christopher Schindler,christopher schindler,D
52,Terence Kongolo,terence kongolo,D
53,Alex McCarthy,alex mccarthy,GK
54,Sergio Rico,sergio rico,GK
55,Kasper Schmeichel,kasper schmeichel,GK
56,Jack Stephens,jack stephens,D
57,Jonas Lössl,jonas loessl,GK
58,David de Gea,david de gea,GK
59,Jordan Pickford,jordan pickford,GK
60,Rui Patrício,rui patricio,GK
61,Mathew Ryan,matthew ryan,GK
62,Gaëtan Bong,gaetan bong,D
63,Asmir Begovic,asmir begovic,GK
0,Virgil van Dijk,virgil van dijk,D
1,Willy Boly,willy boly,D
2,James Tarkowski,james tarkowski,D
3,Harry Maguire,harry maguire,D
4,Çaglar Söyüncü,çaglar söyüncü,D
5,Hugo Lloris,hugo lloris,GK
6,John Egan,john egan,D
7,Jack O'Connell,jack o'connell,D
8,Phil Bardsley,phil bardsley,D
9,Kurt Zouma,kurt zouma,D
10,Jonny Evans,johnny evans,D
11,Lewis Dunk,lewis dunk,D
12,Bernd Leno,bernd leno,GK
13,Ben Mee,ben mee,D
14,Michael Keane,michael keane,D
15,Jan Bednarek,jan bednarek,D
16,Yerry Mina,yerry mina,D
17,Toby Alderweireld,toby alderweireld,D
18,Nicolás Otamendi,nicolas otamendi,D
19,Adam Webster,adam webster,D
20,Jan Vertonghen,jan vertonghen,D
21,Joe Gomez,joe gomez,D
22,Antonio Rüdiger,antonio rudiger,D
23,Nick Pope,nick pope,GK
24,Fabian Schär,fabian schär,D
25,Angelo Ogbonna,angelo ogbonna,D
26,Federico Fernández,federico fernandez,D
27,Kasper Schmeichel,kasper schmeichel,GK
28,Martin Dúbravka,martin dubravka,GK
29,Steve Cook,stevecook,D
30,Dean Henderson,dean henderson,GK
31,Craig Dawson,craig dawson,D
32,Alex McCarthy,alex mccarthy,GK
33,Victor Lindelöf,victor lindelof,D
34,Christian Kabasele,christian kabasele,D
35,Jamaal Lascelles,jamal lascelles,D
36,Aaron Ramsdale,aaron ramsdale,GK
37,Gary Cahill,gary cahill,D
38,Vicente Guaita,vicente guaita,GK
39,Mathew Ryan,matthew ryan,GK
40,Davinson Sánchez,davinson sanchez,D
41,Craig Cathcart,craig cathcart,D
42,Tyrone Mings,tyrone mings,D
43,Rui Patrício,rui patricio,GK
44,Issa Diop,issa diop,D
45,Alisson,alison,GK
46,Lukasz Fabianski,lukasz fabianski,GK
47,Ederson,ederson,GK
48,Tim Krul,tim krul,GK
49,Jack Stephens,jack stephens,D
50,Tom Heaton,tom heaton,GK
51,David de Gea,david de gea,GK
52,Max Aarons,max aarons,D
53,Ben Foster,ben foster,GK
54,Ezri Konsa,ezri konsa,D
55,Ben Godfrey,ben godfrey,D
56,Jordan Pickford,jordan pickford,GK
57,Kepa Arrizabalaga,kepa arrizabalaga,GK
58,Adrian Mariappa,adrian mariappa,D
0,Kurt Zouma,kurt zouma,D
1,Liam Cooper,liam cooper,D
2,Harry Maguire,harry maguire,D
3,John Stones,john stones,D
4,James Tarkowski,james tarkowski,D
5,Antonio Rüdiger,antonio rudiger,D
6,Wesley Fofana,wesley fofana,D
7,Emiliano Martínez,emiliano martinez,GK
8,Ben Mee,ben mee,D
9,Michael Keane,michael keane,D
10,Rúben Dias,ruben dias,D
11,Thiago Silva,thiago silva,D
12,Illan Meslier,illan meslier,GK
13,Jannik Vestergaard,jannik vestergaard,D
14,Jonny Evans,johnny evans,D
15,Nick Pope,nick pope,GK
16,Yerry Mina,yerry mina,D
17,Toby Alderweireld,toby alderweireld,D
18,Lewis Dunk,lewis dunk,D
19,Kyle Walker-Peters,kyle walker-peters,D
20,Tyrone Mings,tyrone mings,D
21,Joachim Andersen,joachim andersen,D
22,Karl Darlow,karl darlow,GK
23,Rob Holding,rob holding,D
24,Ben Godfrey,ben godfrey,D
25,Adam Webster,adam webster,D
26,Kyle Bartley,kyle bartley,D
27,Hugo Lloris,hugo lloris,GK
28,Willy Boly,willy boly,D
29,Ezri Konsa,ezri konsa,D
30,Çaglar Söyüncü,çaglar söyüncü,D
31,Alphonse Areola,alphonse areola,GK
32,Sam Johnstone,sam johnstone,GK
33,Alisson,alison,GK
34,Tosin Adarabioyo,tosin adarabioyo,D
35,Angelo Ogbonna,angelo ogbonna,D
36,Gabriel Magalhães,gabriel magalhaes,D
37,Jan Bednarek,jan bednarek,D
38,Tyrick Mitchell,tyrick mitchell,D
39,Victor Lindelöf,victor lindelof,D
40,Craig Dawson,craig dawson,D
41,Jordan Pickford,jordan pickford,GK
42,Ciaran Clark,ciaran clark,D
43,Federico Fernández,federico fernandez,D
44,Lukasz Fabianski,lukasz fabianski,GK
45,Ederson,ederson,GK
46,Jamaal Lascelles,jamal lascelles,D
47,Robert Sánchez,robert sanchez,GK
48,John Egan,john egan,D
49,Gary Cahill,gary cahill,D
50,Édouard Mendy,edouard mendy,GK
51,Bernd Leno,bernd leno,GK
52,Aaron Ramsdale,aaron ramsdale,GK
53,Kasper Schmeichel,kasper schmeichel,GK
54,Dara O'Shea,dara o'shea,D
55,Rui Patrício,rui patricio,GK
56,Alex McCarthy,alex mccarthy,GK
57,David de Gea,david de gea,GK
58,Vicente Guaita,vicente guaita,GK
0,Joel Matip,joel matip,D
1,Virgil van Dijk,virgil van dijk,D
2,Thiago Silva,thiago silva,D
3,James Tarkowski,james tarkowski,D
4,Ethan Pinnock,ethan pinnock,D
5,Takehiro Tomiyasu,takehiro tomiyasu,D
6,Rúben Dias,ruben dias,D
7,Kyle Walker-Peters,kyle walker-peters,D
8,Liam Cooper,liam cooper,D
9,Antonio Rüdiger,antonio rudiger,D
10,Ben Mee,ben mee,D
11,Aymeric Laporte,aymeric laporte,D
12,José Sá,jose sa,GK
13,Alisson,alison,GK
14,Shane Duffy,shane duffy,D
15,Maximilian Kilman,maximilian kilman,D
16,Mohammed Salisu,mohammed salisou,D
17,Cristian Romero,christian romero,D
18,Davinson Sánchez,davinson sanchez,D
19,Jan Bednarek,jan bednarek,D
20,Adam Webster,adam webster,D
21,Grant Hanley,grant hanley,D
22,David Raya,david raya,GK
23,Tyrick Mitchell,tyrick mitchell,D
24,Kurt Zouma,kurt zouma,D
25,Raphaël Varane,raphael varane,D
26,Valentino Livramento,valentino livermento,D
27,Hugo Lloris,hugo lloris,GK
28,Lewis Dunk,lewis dunk,D
29,Çaglar Söyüncü,çaglar söyüncü,D
30,Édouard Mendy,edouard mendy,GK
31,Marc Guéhi,marc guéhi,D
32,Aaron Ramsdale,aaron ramsdale,GK
33,Ederson,ederson,GK
34,Kasper Schmeichel,kasper schmeichel,GK
35,Tyrone Mings,tyrone mings,D
36,Craig Dawson,craig dawson,D
37,Gabriel Magalhães,gabriel magalhaes,D
38,David de Gea,david de gea,GK
39,Fabian Schär,fabian schär,D
40,Pontus Jansson,pontus janson,D
41,Lukasz Fabianski,lukasz fabianski,GK
42,Nick Pope,nick pope,GK
43,Michael Keane,michael keane,D
44,Harry Maguire,harry maguire,D
45,Vicente Guaita,vicente guaita,GK
46,Robert Sánchez,robert sanchez,GK
47,Illan Meslier,illan meslier,GK
48,Joachim Andersen,joachim andersen,D
49,Emiliano Martínez,emiliano martinez,GK
50,Tim Krul,tim krul,GK
51,Victor Lindelöf,victor lindelof,D
52,Jordan Pickford,jordan pickford,GK
53,Martin Dúbravka,martin dubravka,GK
54,Ben Godfrey,ben godfrey,D
55,Jamaal Lascelles,jamal lascelles,D
56,Max Aarons,max aarons,D
57,Craig Cathcart,craig cathcart,D
58,Nuno Tavares,nuno tavares,D
59,Romain Perraud,romain perraud,D
60,Ezri Konsa,ezri konsa,D
61,Ben Gibson,ben gibson,D
62,William Troost-Ekong,william troost-ekong,D
63,Ben Foster,ben foster,GK
0,Filipe Luís,filipe luis,D
1,Lucas Hernández,lucas hernandez,D
2,Gerard Piqué,gerard pique,D
3,Aritz Elustondo,aritz elustondo,D
4,Djené Dakonam,djene dakonam,D
5,Sergio Ramos,sergei ramos,D
6,Diego Godín,diego godin,D
7,Daniel Carvajal,daniel carvajal,D
8,Aymeric Laporte,aymeric laporte,D
9,Samuel Umtiti,samuel umtit,D
10,Joseba Zaldua,joseba zaldua,D
11,Cote,cote,D
12,Jan Oblak,jan oblak,GK
13,Juan Cala,juan cala,D
14,José Giménez,jose gimenez,D
15,Keylor Navas,keylor navas,GK
16,Unai Núñez,unai nunez,D
17,Rubén Duarte,ruben duarte,D
18,Paulo Oliveira,paulo oliveira,D
19,Stefan Savic,stefan savic,D
20,Marc-André ter Stegen,marc-andré ter stegen,GK
21,Nacho,nacho,D
22,Víctor Ruiz,victor ruiz,D
23,Gabriel Paulista,gabriel paulista,D
24,Dimitrios Siovas,dimitrios siovas,D
25,Clément Lenglet,clement lenglet,D
26,Bernardo Espinosa,bernardo espinosa,D
27,Anaitz Arbilla,anaitz arbilla,D
28,Raphaël Varane,raphael varane,D
29,Aïssa Mandi,aissa mandi,D
30,Rodrigo Ely,rodrigo ely,D
31,Raúl Navas,raul navas,D
32,Fabian Schär,fabian schär,D
33,Sidnei,sydney,D
34,Unai Bustinza,unai bustinza,D
35,Vicente Guaita,vicente guaita,GK
36,Simon Kjaer,simon kjaer,D
37,Guillermo Maripán,guillermo maripan,D
38,Neto,net,GK
39,Gabriel Mercado,gabriel mercado,D
40,Sergio Asenjo,sergio asenjo,GK
41,Kepa Arrizabalaga,kepa arrizabalaga,GK
42,Pau López,pau lopez,GK
43,Rúben Vezo,ruben vezo,D
44,Bruno González,bruno gonzalez,D
45,Mikel Balenziaga,mikel balenziaga,D
46,Álvaro González,alvaro gonzalez,D
47,Fernando Pacheco,fernando pacheco,GK
48,Juanpe,juanpe,D
49,Enric Saborit,enric saborit,D
50,Ezequiel Muñoz,ezequiel munoz,D
51,Ximo Navarro,ximo navarro,D
52,Leandro Chichizola,leandro chichizola,GK
53,Ezequiel Garay,ezequiel garay,D
54,Yassine Bounou,yassine bounou,GK
55,Sergi Gómez,sergi gomez,D
56,Gustavo Cabral,gustavo cabral,D
57,Roberto Jiménez,roberto jimenez,GK
58,Dani Castellano,daniel castellano,D
59,Iván Cuéllar,ivan cuellar,GK
60,Sergio Postigo,sergio postigo,D
61,Oier Olazábal,oier olazabal,GK
62,Ignasi Miquel,ignasi miquel,D
63,Luis Hernández,luis hernandez,D
64,Antonio Adán,antonio adan,GK
65,Jonás Ramalho,jonas ramalho,D
66,Mario Hermoso,mario hermoso,D
67,Facundo Roncaglia,facundo roncaglia,D
68,Míchel Macedo,michel macedo,D
69,Marko Dmitrovic,marko dmitrovic,GK
70,Álvaro Odriozola,alvaro odriozola,D
71,Sergio Rico,sergio rico,GK
72,Chema Rodríguez,chema rodriguez,D
73,Alexis Ruano,alexis ruano,D
74,Rubén Blanco,ruben blanco,GK
75,Raúl Albentosa,raul albentosa,D
76,Diego González,diego gonzalez,D
77,Marc Navarro,marc navarro,D
78,Gerónimo Rulli,geronimo rulli,GK
79,Rubén Martínez,ruben martinez,GK
0,Guillermo Maripán,guillermo maripan,D
1,Gerard Piqué,gerard pique,D
2,José Giménez,jose gimenez,D
3,Cote,cote,D
4,Zouhair Feddal,zouhair feddal,D
5,Daniel Carvajal,daniel carvajal,D
6,Leandro Cabrera,leandro cabrera,D
7,Diego Godín,diego godin,D
8,Yeray Álvarez,yeray alvarez,D
9,Filipe Luís,filipe luis,D
10,Mario Hermoso,mario hermoso,D
11,Dimitrios Siovas,dimitrios siovas,D
12,Aritz Elustondo,aritz elustondo,D
13,Gabriel Paulista,gabriel paulista,D
14,Ezequiel Garay,ezequiel garay,D
15,Sergio Ramos,sergei ramos,D
16,Santiago Arias,santiago arías,D
17,Jan Oblak,jan oblak,GK
18,Sergio Asenjo,sergio asenjo,GK
19,Ximo Navarro,ximo navarro,D
20,Clément Lenglet,clement lenglet,D
21,Pedro Alcalá,pedro alcala,D
22,Simon Kjaer,simon kjaer,D
23,Íñigo Martínez,inigo martinez,D
24,Marc Muniesa,marc muniesa,D
25,Cristiano Piccini,cristiano piccini,D
26,Oier Olazábal,oier olazabal,GK
27,Djené Dakonam,djene dakonam,D
28,Joseba Zaldua,joseba zaldua,D
29,David Juncà,david junca,D
30,Abdoulaye Ba,abdoulaye ba,D
31,Kenneth Omeruo,kenneth omeruo,D
32,Raphaël Varane,raphael varane,D
33,Rubén Duarte,ruben duarte,D
34,Bernardo Espinosa,bernardo espinosa,D
35,Víctor Laguardia,victor laguardia,D
36,David Soria,david soria,GK
37,Juanpe,juanpe,D
38,Jorge Pulido,jorge pulido,D
39,Unai Bustinza,unai bustinza,D
40,Fernando Pacheco,fernando pacheco,GK
41,Néstor Araújo,nestor araujo,D
42,Fernando Calero,fernando calero,D
43,Yassine Bounou,yassine bounou,GK
44,Gabriel Mercado,gabriel mercado,D
45,Roberto Santamaría,roberto santamaria,GK
46,Diego López,diego lopez,GK
47,Iván Ramis,ivan ramis,D
48,Thibaut Courtois,thibaut courtois,GK
49,Kiko Olivas,kiko olivas,D
50,Sidnei,sydney,D
51,Sergi Gómez,sergi gomez,D
52,Anaitz Arbilla,anaitz arbilla,D
53,Paulo Oliveira,paulo oliveira,D
54,Neto,net,GK
55,Juanfran,juanfran,D
56,Xabier Etxeita,xabier etxeita,D
57,Marc-André ter Stegen,marc-andré ter stegen,GK
58,Aïssa Mandi,aissa mandi,D
59,Víctor Ruiz,victor ruiz,D
60,Álvaro González,alvaro gonzalez,D
61,Bruno González,bruno gonzalez,D
62,Iván Cuéllar,ivan cuellar,GK
63,Mouctar Diakhaby,mouctar diakhaby,D
64,Nacho,nacho,D
65,Chema Rodríguez,chema rodriguez,D
66,Pau López,pau lopez,GK
67,Gustavo Cabral,gustavo cabral,D
68,Tomás Vaclik,tomas vaclik,GK
69,Jordi Masip,jordy masip,GK
70,Gerónimo Rulli,geronimo rulli,GK
71,Héctor Moreno,hector moreno,D
72,Rubén Blanco,ruben blanco,GK
73,Javi Moyano,javi moyano,D
74,Stole Dimitrievski,stoles dimitrievski,GK
75,Iago Herrerín,iago herrerin,GK
76,Sergio Postigo,sergio postigo,D
77,Marko Dmitrovic,marko dmitrovic,GK
78,Jonás Ramalho,jonas ramalho,D
79,Erick Cabaco,eric cabaco,D
0,Daniel Carvajal,daniel carvajal,D
1,Sergio Ramos,sergei ramos,D
2,Gerard Piqué,gerard pique,D
3,Yeray Álvarez,yeray alvarez,D
4,Raphaël Varane,raphael varane,D
5,Aitor Fernández,aitor fernandez,GK
6,Felipe,felipe,D
7,Pervis Estupiñán,pervis estupinan,D
8,Diego Carlos,diego carlos,D
9,Íñigo Martínez,inigo martinez,D
10,Clément Lenglet,clement lenglet,D
11,Cote,cote,D
12,Jules Koundé,jules kounde,D
13,Víctor Díaz,victor diaz,D
14,Thibaut Courtois,thibaut courtois,GK
15,Sergio Asenjo,sergio asenjo,GK
16,Pedro Bigas,pedro bigas,D
17,José Giménez,jose gimenez,D
18,Joseba Zaldua,joseba zaldua,D
19,Rúben Vezo,ruben vezo,D
20,Aridane Hernández,aridane hernandez,D
21,Mohammed Salisu,mohammed salisu,D
22,Néstor Araújo,nestor araujo,D
23,Stefan Savic,stefan savic,D
24,David García,david garcia,D
25,Raúl Albiol,raul albiol,D
26,Nacho Vidal,nacho vidal,D
27,Paulo Oliveira,paulo oliveira,D
28,Jasper Cillessen,jasper cillessen,GK
29,Germán Sánchez,german sanchez,D
30,Gabriel Paulista,gabriel paulista,D
31,Rui Silva,rui silva,GK
32,Unai Bustinza,unai bustinza,D
33,Dimitrios Siovas,dimitrios siovas,D
34,Kenneth Omeruo,kenneth omeruo,D
35,Rodrigo Ely,rodrigo ely,D
36,Domingos Duarte,domingo's duarte,D
37,Pau Torres,pau torres,D
38,Robin Le Normand,robin le normand,D
39,Aritz Elustondo,aritz elustondo,D
40,Marc-André ter Stegen,marc-andré ter stegen,GK
41,Manolo Reina,manolo reina,GK
42,Sergio Postigo,sergio postigo,D
43,Djené Dakonam,djene dakonam,D
44,Zouhair Feddal,zouhair feddal,D
45,Aïssa Mandi,aissa mandi,D
46,Unai Simón,unai simon,GK
47,Fran Gámez,fran gamez,D
48,Bernardo Espinosa,bernardo espinosa,D
49,Rubén Blanco,ruben blanco,GK
50,Álex Remiro,alex remiro,GK
51,Ximo Navarro,ximo navarro,D
52,Jan Oblak,jan oblak,GK
53,Javi Moyano,javi moyano,D
54,Kiko Olivas,kiko olivas,D
55,Tomás Vaclik,tomas vaclik,GK
56,Joseph Aidoo,joseph aidoo,D
57,Anaitz Arbilla,anaitz arbilla,D
58,Rubén Duarte,ruben duarte,D
59,Unai Núñez,unai nunez,D
60,Sergio Herrera,sergio herrera,GK
61,Diego López,diego lopez,GK
62,Xavi Quintillá,xavi quintilla,D
63,Mouctar Diakhaby,mouctar diakhaby,D
64,Fernando Pacheco,fernando pacheco,GK
65,Iván Cuéllar,ivan cuellar,GK
66,Víctor Laguardia,victor laguardia,D
67,David Soria,david soria,GK
68,Jordi Masip,jordy masip,GK
69,Marko Dmitrovic,marko dmitrovic,GK
70,José Antonio Martínez,jose antonio martinez,D
71,Chidozie Awaziem,chidozie awaziem,D
72,Antonio Raíllo,antonio raillo,D
73,Joel Robles,joel robles,GK
74,Martin Valjent,martin valjent,D
75,Joan Sastre,joan sastre,D
76,Rubén Martínez,ruben martinez,GK
0,Jules Koundé,jules kounde,D
1,Stefan Savic,stefan savic,D
2,Jan Oblak,jan oblak,GK
3,Raphaël Varane,raphael varane,D
4,David García,david garcia,D
5,Jawad El Yamiq,jawad el yamiq,D
6,Yeray Álvarez,yeray alvarez,D
7,Gabriel Paulista,gabriel paulista,D
8,Florian Lejeune,florian lejeune,D
9,Aridane Hernández,aridane hernandez,D
10,Mario Hermoso,mario hermoso,D
11,Aritz Elustondo,aritz elustondo,D
12,Gerard Piqué,gerard pique,D
13,Nacho,nacho,D
14,José Giménez,jose gimenez,D
15,Thibaut Courtois,thibaut courtois,GK
16,Óscar Mingueza,oscar mingueza,D
17,Iza,iza,D
18,Unai Núñez,unai nunez,D
19,Pau Torres,pau torres,D
20,Dimitrios Siovas,dimitrios siovas,D
21,Claudio Bravo,claudio bravo,GK
22,Sergio Herrera,sergio herrera,GK
23,Ronald Araújo,ronald araujo,D
24,Paulo Oliveira,paulo oliveira,D
25,Felipe,felipe,D
26,Jaume Doménech,jaume domenech,GK
27,Rubén Duarte,ruben duarte,D
28,Yassine Bounou,yassine bounou,GK
29,Alfonso Espino,alfonso espino,D
