,name,name2,position
30,Andoni Gorosabel,andoni gorosabel,D
31,Thierry Correia,thierry correia,D
32,Diego Carlos,diego carlos,D
33,Robin Le Normand,robin le normand,D
34,Aïssa Mandi,aissa mandi,D
35,Djené Dakonam,djene dakonam,D
36,Anaitz Arbilla,anaitz arbilla,D
37,Edgar Badia,edgar badia,GK
38,Álvaro Fernández,alvaro fernandez,GK
39,Juan Miranda,juan miranda,D
40,Gonzalo Verdú,gonzalo verdu,D
41,Marc-André ter Stegen,marc-andré ter stegen,GK
42,Víctor Ruiz,victor ruiz,D
43,Nacho Vidal,nacho vidal,D
44,Jeison Murillo,jeison murillo,D
45,Íñigo Martínez,inigo martinez,D
46,Clément Lenglet,clement lenglet,D
47,Ximo Navarro,ximo navarro,D
48,Jorge Pulido,jorge pulido,D
49,Raúl Albiol,raul albiol,D
50,Josema,josema,D
51,Sergio Asenjo,sergio asenjo,GK
52,Juan Cala,juan cala,D
53,Rúben Vezo,ruben vezo,D
54,Iván Villar,ivan villar,GK
55,Pervis Estupiñán,pervis estupinan,D
56,Pablo Ínsua,pablo insua,D
57,Rafa Soares,rafa soares,D
58,Germán Sánchez,german sanchez,D
59,Álex Remiro,alex remiro,GK
60,Bruno González,bruno gonzalez,D
61,David Soria,david soria,GK
62,Mouctar Diakhaby,mouctar diakhaby,D
63,Quini,quini,D
64,Joseph Aidoo,joseph aidoo,D
65,Néstor Araújo,nestor araujo,D
66,Fernando Pacheco,fernando pacheco,GK
67,Jeremías Ledesma,jeremias ledesma,GK
68,Sergio Postigo,sergio postigo,D
69,Rui Silva,rui silva,GK
70,Diego González,diego gonzalez,D
71,Dani Calvo,daniel calvo,D
72,Marcos Mauro,marcos mauro,D
73,Marko Dmitrovic,marko dmitrovic,GK
74,Mikel Balenziaga,mikel balenziaga,D
75,Aitor Fernández,aitor fernandez,GK
76,Pedro Bigas,pedro bigas,D
77,Víctor Laguardia,victor laguardia,D
78,Jordi Masip,jordy masip,GK
79,Juan Cruz,juan cruz,D
80,Domingos Duarte,domingo's duarte,D
81,Erick Cabaco,eric cabaco,D
82,Unai Simón,unai simon,GK
83,Luis Pérez,luis perez,D
84,Son,sun,D
85,Sergio Gómez,sergio gomez,D
86,Jesús Vallejo,jesus vallejo,D
87,Rubén Blanco,ruben blanco,GK
0,Eder Militão,eder militao,D
1,David García,david garcia,D
2,Gabriel Paulista,gabriel paulista,D
3,Robin Le Normand,robin le normand,D
4,Íñigo Martínez,inigo martinez,D
5,Gerard Piqué,gerard pique,D
6,Pau Torres,pau torres,D
7,Jules Koundé,jules kounde,D
8,Ronald Araújo,ronald araujo,D
9,Dani Vivian,daniel vivian,D
10,Daniel Carvajal,daniel carvajal,D
11,Nacho Vidal,nacho vidal,D
12,Germán Pezzella,german pezzella,D
13,Alejandro Catena,alejandro catena,D
14,Alfonso Espino,alfonso espino,D
15,Edgar Badia,edgar badia,GK
16,Stefan Savic,stefan savic,D
17,Diego López,diego lopez,GK
18,Carlos Akapo,carlos akapo,D
19,Yassine Bounou,yassine bounou,GK
20,Leandro Cabrera,leandro cabrera,D
21,José Giménez,jose gimenez,D
22,Diego Carlos,diego carlos,D
23,Omar Alderete,omar alderete,D
24,Thibaut Courtois,thibaut courtois,GK
25,Aritz Elustondo,aritz elustondo,D
26,Gerónimo Rulli,geronimo rulli,GK
27,Yeray Álvarez,yeray alvarez,D
28,Jorge Cuenca,jorge cuenca,D
29,Álex Remiro,alex remiro,GK
30,Stole Dimitrievski,stoles dimitrievski,GK
31,Víctor Ruiz,victor ruiz,D
32,Raúl Albiol,raul albiol,D
33,Helibelton Palacios,helibelton palacios,D
34,Luís Maximiano,luis maximiano,GK
35,Matías Dituro,matias dituro,GK
36,Jeremías Ledesma,jeremias ledesma,GK
37,Sergio Herrera,sergio herrera,GK
38,Fran García,fran garcia,D
39,David Soria,david soria,GK
40,Eric García,eric garcia,D
41,Rubén Duarte,ruben duarte,D
42,Nacho,nacho,D
43,Óscar Gil,oscar gil,D
44,Andoni Gorosabel,andoni gorosabel,D
45,Iza,iza,D
46,Unai Simón,unai simon,GK
47,Djené Dakonam,djene dakonam,D
48,Mikel Balenziaga,mikel balenziaga,D
49,Joseph Aidoo,joseph aidoo,D
50,Unai García,unai garcia,D
51,Manu Sánchez,manu sanchez,D
52,Sergi Gómez,sergi gomez,D
53,Fernando Pacheco,fernando pacheco,GK
54,Iván Balliu,ivan balliu,D
55,Rui Silva,rui silva,GK
56,Mario Hermoso,mario hermoso,D
57,Esteban Saveljich,esteban saveljich,D
58,Felipe,felipe,D
59,Víctor Laguardia,victor laguardia,D
60,Marc-André ter Stegen,marc-andré ter stegen,GK
61,Karim Rekik,karim rekik,D
62,Néstor Araújo,nestor araujo,D
63,Rúben Vezo,ruben vezo,D
64,Victor Chust,victor khust,D
65,Pervis Estupiñán,pervis estupinan,D
66,Florian Lejeune,florian lejeune,D
67,Varazdat Haroyan,varazdat haroyan,D
68,Stefan Mitrovic,stefan mitrovic,D
69,Germán Sánchez,german sanchez,D
70,Aihen Muñoz,aihen munoz,D
71,Martin Valjent,martin valjent,D
72,Juan Cruz,juan cruz,D
73,Enzo Roco,enzo roco,D
74,Raúl Torrente,raul torrente,D
75,Joseba Zaldua,joseba zaldua,D
76,Cote,cote,D
77,Jeison Murillo,jeison murillo,D
78,Gonzalo Verdú,gonzalo verdu,D
79,Quini,quini,D
80,Son,sun,D
81,Daniel Cárdenas,daniel cardenas,GK
82,Mouctar Diakhaby,mouctar diakhaby,D
83,Manolo Reina,manolo reina,GK
84,Domingos Duarte,domingo's duarte,D
85,Franco Russo,franco russo,D
86,Brian Oliván,brian olivan,D
87,Diego González,diego gonzalez,D
88,Víctor Díaz,victor diaz,D
89,Jan Oblak,jan oblak,GK
0,Maxime Poundjé,maxime poundje,D
1,Marcelo,marcelo,D
2,Kamil Glik,kamil glik,D
3,Thiago Silva,thiago silva,D
4,Loic Perrin,loic perrin,D
5,Bakaye Dibassy,bakaye dibassy,D
6,Adil Rami,adil rami,D
7,Hilton,hilton,D
8,Adama Mbengue,adama mbengue,D
9,Anthony Lopes,anthony lopes,GK
10,Diego Carlos,diego carlos,D
11,Régis Gurtner,regis gurtner,GK
12,Christophe Kerbrat,christophe kerbrat,D
13,Pedro Mendes,pedro mendes,D
14,Christopher Jullien,christopher jullien,D
15,Alphonse Areola,alphonse areola,GK
16,Yoann Andreu,yoann andreu,D
17,Baptiste Reynet,baptiste reynet,GK
18,Daniel Congré,daniel congre,D
19,Damien Da Silva,damien dasilva,D
20,Maxime Le Marchand,maxim le marchand,D
21,Presnel Kimpembe,presnel kimpembe,D
22,Ernest Seka,ernest seka,D
23,Koffi Djidji,koffi djidji,D
24,Christophe Hérelle,christophe herelle,D
25,Issa Diop,issa diop,D
26,Tomás Koubek,tomas koubek,GK
27,Mamadou Samassa,mamadou samassa,GK
28,Khaled Adénon,khaled adenon,D
29,Joris Gnagnon,joris gnagnon,D
30,Jérémy Morel,jeremy morel,D
31,Júnior Alonso,junior alonso,D
32,Prince-Désir Gouano,prince desir gouano,D
33,Benjamin Lecomte,benjamin lecomte,GK
34,Mathieu Deplagne,mathieu deplagne,D
35,Oualid El Hajjam,oualid el hajjam,D
36,Edgar Ié,edgar ie,D
37,Stéphane Ruffier,stephane ruffier,GK
38,Jonathan Rivierez,jonathan rivierez,D
39,Félix Eboa Eboa,felix eboa eboa,D
40,Jordan Ikoko,jordan ikoko,D
41,Rolando,rolando,D
42,Pedro Rebocho,pedro rebocho,D
43,Ismael Traoré,ishmael traore,D
44,Dante,dante,D
45,Kévin Théophile-Catherine,kevin théophile catherine,D
46,Chidozie Awaziem,chidozie awaziem,D
47,Ciprian Tatarusanu,ciprian tatarusanu,GK
48,Vincent Manceau,vincent manceau,D
49,Pablo Martinez,pablo martinez,D
50,Mateo Pavlovic,mateo pavlovic,D
51,Karl-Johan Johnsson,karl johan johnsson,GK
52,Jérémy Sorbon,jeremy sorbon,D
53,Romain Thomas,roman thomas,D
54,Steve Mandanda,steve mandanda,GK
55,Romain Genevois,romain genevois,D
56,Nicolas Pallois,nicholas pallois,D
57,Mike Maignan,mike maignan,GK
58,Kelvin Amian,kelvin amian,D
59,Moussa Niakhaté,moussa niakhate,D
60,Eiji Kawashima,eiji kawashima,GK
61,Andrea Raggi,andrea raggi,D
62,Walter Benítez,walter benitez,GK
63,Steeve Yago,steeve yago,D
64,Malang Sarr,malang sarr,D
65,Danijel Subasic,daniel subasic,GK
66,Jimmy Giraudon,jimmy giraudon,D
67,Oswaldo Vizcarrondo,oswaldo vizcarrondo,D
68,Alban Lafont,alban lafont,GK
69,Marlon Santos,marlon santos,D
70,Benoît Costil,benoit costil,GK
71,Ludovic Butelle,ludovic butelle,GK
72,Rémy Vercoutre,remy vercoutre,GK
73,Théo Pellenard,theo pellenard,D
74,Bingourou Kamara,bingourou kamara,GK
75,Bakary Koné,bakary kone,D
76,Iván Balliu,ivan balliu,D
0,Marcelo,marcelo,D
1,Christophe Hérelle,christophe herelle,D
2,Thiago Silva,thiago silva,D
3,Walter Benítez,walter benitez,GK
4,Nicolas Pallois,nicholas pallois,D
5,Pablo Martinez,pablo martinez,D
6,Yunis Abdelhamid,yunis abdelhamid,D
7,José Fonte,jose fonte,D
8,Loic Perrin,loic perrin,D
9,Pedro Mendes,pedro mendes,D
10,Diego Carlos,diego carlos,D
11,Vincent Manceau,vincent manceau,D
12,Anthony Briançon,anthony briancon,D
13,Damien Da Silva,damien dasilva,D
14,Pedro Rebocho,pedro rebocho,D
15,Dante,dante,D
16,Benjamin Lecomte,benjamin lecomte,GK
17,Christopher Jullien,christopher jullien,D
18,Stéphane Ruffier,stephane ruffier,GK
19,Sofiane Alakouch,sofiane alakouch,D
20,Malang Sarr,malang sarr,D
21,Félix Eboa Eboa,felix eboa eboa,D
22,Pablo,pablo,D
23,Édouard Mendy,edouard mendy,GK
24,Björn Engels,bjorn engels,D
25,Hilton,hilton,D
26,Brice Samba,brice samba,GK
27,Romain Thomas,roman thomas,D
28,Kamil Glik,kamil glik,D
29,Jonathan Gradit,jonathan gradit,D
30,Alphonse Areola,alphonse areola,GK
31,Ludovic Butelle,ludovic butelle,GK
32,Daniel Congré,daniel congre,D
33,Mike Maignan,mike maignan,GK
34,Mexer,mexer,D
35,Jordan Lefort,jordan lefort,D
36,Paul Bernardoni,paul bernardoni,GK
37,Jules Koundé,jules kounde,D
38,Benoît Costil,benoit costil,GK
39,Adama Soumaoro,adama soumaoro,D
40,Maxime Poundjé,maxime poundje,D
41,Mateo Pavlovic,mateo pavlovic,D
42,Matz Sels,matz sels,GK
43,Ciprian Tatarusanu,ciprian tatarusanu,GK
44,Loïck Landre,loick landre,D
45,Presnel Kimpembe,presnel kimpembe,D
46,Paul Baysse,paul baysse,D
47,Anthony Lopes,anthony lopes,GK
48,Kelvin Amian,kelvin amian,D
49,Duje Caleta-Car,duje caleta car,D
50,Régis Gurtner,regis gurtner,GK
51,Neven Subotic,neven subotic,D
52,Diego Benaglio,diego benaglio,GK
53,Baptiste Reynet,baptiste reynet,GK
54,Stefan Mitrovic,stefan mitrovic,D
55,Marc-Aurèle Caillard,marc-aurele caillard,GK
56,Gen Shoji,gen shoji,D
57,Prince-Désir Gouano,prince desir gouano,D
58,Bakaye Dibassy,bakaye dibassy,D
59,Ismael Traoré,ishmael traore,D
60,Tomás Koubek,tomas koubek,GK
61,Gaëtan Paquiez,gaëtan paquiez,D
62,Lamine Koné,lamine kone,D
63,Khaled Adénon,khaled adenon,D
64,Jérémy Sorbon,jeremy sorbon,D
65,Emil Krafth,emil krafth,D
66,Steve Mandanda,steve mandanda,GK
67,Cheick Traoré,cheick traore,D
68,Christophe Kerbrat,christophe kerbrat,D
69,Benoît Badiashile,benoit badiashile,D
70,Yoel Armougom,yoel armougom,D
71,Jordan Ikoko,jordan ikoko,D
72,Rúnar Rúnarsson,runar runarsson,GK
0,Yunis Abdelhamid,yunis abdelhamid,D
1,Gerónimo Rulli,geronimo rulli,GK
2,Predrag Rajkovic,predrag rajkovic,GK
3,Pablo,pablo,D
4,Gautier Larsonneur,gautier larsonneur,GK
5,Nicolas Pallois,nicholas pallois,D
6,Presnel Kimpembe,presnel kimpembe,D
7,Stanley N'Soki,stanley n'soki,D
8,Marcelo,marcelo,D
9,Thiago Silva,thiago silva,D
10,Alexandre Oukidja,alexandre oukidja,GK
11,Édouard Mendy,edouard mendy,GK
12,Hilton,hilton,D
13,Damien Da Silva,damien dasilva,D
14,Walter Benítez,walter benitez,GK
15,Gabriel Magalhães,gabriel magalhaes,D
16,Alfred Gomis,alfred gomis,GK
17,Mohamed Simakan,mohamed simakan,D
18,Abdou Diallo,abdou diallo,D
19,Dénys Bain,denys bain,D
20,Dante,dante,D
21,Romain Thomas,roman thomas,D
22,Axel Disasi,axel disasi,D
23,Benoît Badiashile,benoit badiashile,D
24,Wesley Fofana,wesley fofana,D
25,Duje Caleta-Car,duje caleta car,D
26,Joris Gnagnon,joris gnagnon,D
27,Pablo Martinez,pablo martinez,D
28,Dennis Appiah,dennis appiah,D
29,John Boye,john boye,D
30,Guillermo Maripán,guillermo maripan,D
31,Loic Perrin,loic perrin,D
32,Mickaël Alphonse,mickael alphonse,D
33,Kamil Glik,kamil glik,D
34,Arturo Calabresi,arturo calabresi,D
35,Matz Sels,matz sels,GK
36,Anthony Lopes,anthony lopes,GK
37,Joachim Andersen,joachim andersen,D
38,Keylor Navas,keylor navas,GK
39,Domagoj Bradaric,domagoj bradaric,D
40,Bruno Ecuele Manga,bruno ecuele manga,D
41,Daniel Congré,daniel congre,D
42,José Fonte,jose fonte,D
43,Laurent Koscielny,laurent koscielny,D
44,Lamine Koné,lamine kone,D
45,Benjamin Lecomte,benjamin lecomte,GK
46,Jean-Charles Castelletto,jean charles castelletto,D
47,Steve Mandanda,steve mandanda,GK
48,Benoît Costil,benoit costil,GK
49,Bafodé Diakité,bafode diakite,D
50,Ismael Traoré,ishmael traore,D
51,Jérémy Morel,jeremy morel,D
52,Alban Lafont,alban lafont,GK
53,Pedro Mendes,pedro mendes,D
54,Álvaro González,alvaro gonzalez,D
55,Patrick Burner,patrick burner,D
56,Jean-Kévin Duverne,jean kevin duverne,D
57,Paul Bernardoni,paul bernardoni,GK
58,Mike Maignan,mike maignan,GK
59,Anthony Briançon,anthony briancon,D
60,Mexer,mexer,D
61,Romain Perraud,romain perraud,D
62,Florian Miguel,florian miguel,D
63,Malang Sarr,malang sarr,D
64,Sofiane Alakouch,sofiane alakouch,D
65,Christophe Hérelle,christophe herelle,D
66,Stefan Mitrovic,stefan mitrovic,D
67,Nicolas Isimat-Mirin,nicolas isimat mirin,D
68,Régis Gurtner,regis gurtner,GK
69,Bakaye Dibassy,bakaye dibassy,D
70,Vincent Manceau,vincent manceau,D
71,Baptiste Reynet,baptiste reynet,GK
72,Stoppila Sunzu,stoppila sunzu,D
73,Gaëtan Paquiez,gaëtan paquiez,D
74,Kelvin Amian,kelvin amian,D
75,Stéphane Ruffier,stephane ruffier,GK
76,Ludovic Butelle,ludovic butelle,GK
0,Boubakar Kouyaté,boubakar kouyate,D
1,José Fonte,jose fonte,D
2,Sven Botman,sven botman,D
3,Marcelo,marcelo,D
4,Loïc Badé,loïc bade,D
5,Nayef Aguerd,nayef aguerd,D
6,Laurent Koscielny,laurent koscielny,D
7,Brendan Chardonnet,brendan chardonnet,D
8,Keylor Navas,keylor navas,GK
9,Yunis Abdelhamid,yunis abdelhamid,D
10,Romain Perraud,romain perraud,D
11,Damien Da Silva,damien dasilva,D
12,Mike Maignan,mike maignan,GK
13,Jonathan Gradit,jonathan gradit,D
14,Harold-Desty Moukoudi,harold desty moukoudi,D
15,Julien Laporte,julien laporte,D
16,Guillermo Maripán,guillermo maripan,D
17,Benoît Badiashile,benoit badiashile,D
18,Romain Thomas,roman thomas,D
19,Paul Baysse,paul baysse,D
20,Bruno Ecuele Manga,bruno ecuele manga,D
21,Sacha Boey,sacha boey,D
22,Ngonda Muzinga,ngonda muzinga,D
23,Mohamed Simakan,mohamed simakan,D
24,Abdou Diallo,abdou diallo,D
25,Ronaël Pierre-Gabriel,ronaël pierre gabriel,D
26,Duje Caleta-Car,duje caleta car,D
27,Wout Faes,wout faes,D
28,John Boye,john boye,D
29,Nicolas Pallois,nicholas pallois,D
30,Anthony Lopes,anthony lopes,GK
31,Walter Benítez,walter benitez,GK
32,Daniel Congré,daniel congre,D
33,Alexandre Oukidja,alexandre oukidja,GK
34,Predrag Rajkovic,predrag rajkovic,GK
35,Presnel Kimpembe,presnel kimpembe,D
36,Dennis Appiah,dennis appiah,D
37,William Saliba,william saliba,D
38,Jonas Omlin,jonas omlin,GK
39,Andreaw Gravillon,andrea gravillon,D
40,Baptiste Reynet,baptiste reynet,GK
41,Álvaro González,alvaro gonzalez,D
42,Axel Disasi,axel disasi,D
43,Alban Lafont,alban lafont,GK
44,Adrien Truffert,adrian truffert,D
45,Jean-Charles Castelletto,jean charles castelletto,D
46,Jonathan Panzo,jonathan panzo,D
47,Benoît Costil,benoit costil,GK
48,Nicolas Cozza,nicholas cozza,D
49,Domagoj Bradaric,domagoj bradaric,D
50,Alfred Gomis,alfred gomis,GK
51,Pedro Mendes,pedro mendes,D
52,Ismael Traoré,ishmael traore,D
53,Gautier Larsonneur,gautier larsonneur,GK
54,Sinaly Diomandé,sinaly diomandé,D
55,Dylan Bronn,dylan bronn,D
56,Facundo Medina,facundo medina,D
57,Leonardo Balerdi,leonardo balerdi,D
58,Benjamin Lecomte,benjamin lecomte,GK
59,Colin Dagba,colin dagba,D
60,Anthony Racioppi,anthony racioppi,GK
61,Eiji Kawashima,eiji kawashima,GK
62,Jean-Kévin Duverne,jean kevin duverne,D
63,Vincent Manceau,vincent manceau,D
64,Jean-Louis Leca,jean louis leca,GK
65,Sofiane Alakouch,sofiane alakouch,D
66,Senou Coulibaly,senou coulibaly,D
67,Paul Bernardoni,paul bernardoni,GK
68,Jérémy Morel,jeremy morel,D
69,Jessy Moulin,jessy moulin,GK
70,Andy Pelmard,andy pelmard,D
71,Stefan Mitrovic,stefan mitrovic,D
72,Hilton,hilton,D
73,Steve Mandanda,steve mandanda,GK
74,Flavius Daniliuc,flavius ​​daniliuc,D
75,Loïck Landre,loick landre,D
76,Florian Miguel,florian miguel,D
77,Paul Nardi,paul nardi,GK
78,Patrick Burner,patrick burner,D
0,Jonas Omlin,jonas omlin,GK
1,Boubakar Kouyaté,boubakar kouyate,D
2,Nayef Aguerd,nayef aguerd,D
3,Sven Botman,sven botman,D
4,Melvin Bard,melvin bard,D
5,William Saliba,william saliba,D
6,Jean-Clair Todibo,jean clair todibo,D
7,Julien Laporte,julien laporte,D
8,Brendan Chardonnet,brendan chardonnet,D
9,Jonathan Gradit,jonathan gradit,D
10,Ronaël Pierre-Gabriel,ronaël pierre gabriel,D
11,Keylor Navas,keylor navas,GK
12,Alban Lafont,alban lafont,GK
13,Walter Benítez,walter benitez,GK
14,Predrag Rajkovic,predrag rajkovic,GK
15,Romain Thomas,roman thomas,D
16,Castello Lukeba,castle lukeba,D
17,Tiago Djaló,tiago djalo,D
18,Kevin Danso,kevin danso,D
19,Guillermo Maripán,guillermo maripan,D
20,Presnel Kimpembe,presnel kimpembe,D
21,Wout Faes,wout faes,D
22,José Fonte,jose fonte,D
23,Luan Peres,luan peres,D
24,Gerzino Nyamsi,gerzino nyamsi,D
25,Yunis Abdelhamid,yunis abdelhamid,D
26,Christophe Hérelle,christophe herelle,D
27,Mamadou Sakho,mamadou sakho,D
28,Mickael Nade,michael nade,D
29,Nicolas Pallois,nicholas pallois,D
30,Dante,dante,D
31,Akim Zedadka,akim zedadka,D
32,Axel Disasi,axel disasi,D
33,Anthony Lopes,anthony lopes,GK
34,Jean-Charles Castelletto,jean charles castelletto,D
35,Vital N'Simba,vital n'simba,D
36,Jean-Louis Leca,jean louis leca,GK
37,Lucas Perrin,lucas perrin,D
38,Yoann Salmier,yoann salmier,D
39,Facundo Medina,facundo medina,D
40,Duje Caleta-Car,duje caleta car,D
41,Jean-Kévin Duverne,jean kevin duverne,D
42,Pau López,pau lopez,GK
43,Matz Sels,matz sels,GK
44,Jérôme Boateng,jerome boateng,D
45,Nicolas Cozza,nicholas cozza,D
46,Benoît Badiashile,benoit badiashile,D
47,Marco Bizot,marco bizot,GK
48,Ismael Traoré,ishmael traore,D
49,Alfred Gomis,alfred gomis,GK
50,Ivo Grbic,ivo grbic,GK
51,Warmed Omari,warmed omari,D
52,Gauthier Gallon,gauthier gallon,GK
53,Alexander Nübel,alexander nuebel,GK
54,Leo Petrot,leo petrot,D
55,Florent Ogier,florent ogier,D
56,Leonardo Balerdi,leonardo balerdi,D
57,Alexandre Oukidja,alexandre oukidja,GK
58,Lilian Brassier,lilian brassier,D
59,Stian Gregersen,stian gregersen,D
60,Lorenz Assignon,lorenz assignon,D
61,Dennis Appiah,dennis appiah,D
62,Cédric Hountondji,cedric hountondji,D
63,Flavius Daniliuc,flavius ​​daniliuc,D
64,Adrien Truffert,adrian truffert,D
65,Maxime Estève,maxime esteve,D
66,Andreaw Gravillon,andrea gravillon,D
67,Oualid El Hajjam,oualid el hajjam,D
68,Dylan Bronn,dylan bronn,D
69,Alidu Seidu,alidu seidu,D
70,Houboulang Mendes,houboulang mendes,D
71,Harold-Desty Moukoudi,harold desty moukoudi,D
72,Vincent Manceau,vincent manceau,D
73,Yvann Maçon,yvann macon,D
74,Jimmy Giraudon,jimmy giraudon,D
75,Moritz Jenz,moritz jenz,D
76,Ouparine Djoco,ouparine djco,GK
77,Paul Nardi,paul nardi,GK
78,Benoît Costil,benoit costil,GK
79,Enzo Ebosse,enzo ebosse,D
80,Mexer,mexer,D
81,Deiver Machado,deiver machado,Defender
0,Federico Fazio,federico fazio,D
1,Medhi Benatia,medhi benatia,D
2,Milan Skriniar,milan skriniar,D
3,Giorgio Chiellini,giorgio chiellini,D
4,Raúl Albiol,raul albiol,D
5,Luca Ceppitelli,luca cepitelli,D
6,Davide Astori,david astori,D
7,Vitor Hugo,vitor hugo,D
8,Kalidou Koulibaly,kalidou koulibaly,D
9,Andrea Masiello,andrea masiello,D
10,Germán Pezzella,german pezzella,D
11,Rafael Tolói,rafael toloi,D
12,Alisson,alison,GK
13,Francesco Acerbi,francesco acerbi,D
14,Salvatore Sirigu,salvatore sirigu,GK
15,Kostas Manolas,kostas manolas,D
16,Mattia Caldara,mattia caldara,D
17,Nícolas,nicolas,GK
18,Daniele Rugani,daniele rugani,D
19,Stefan de Vrij,stefan de vrij,D
20,Nicolas Nkoulou,nicolas nkoulou,D
21,Ervin Zukanovic,ervin zukanovic,D
22,Miranda,miranda,D
23,José Luis Palomino,jose luis palomino,D
24,Dario Dainelli,dario dainelli,D
25,Bartosz Salamon,bartosz salamon,D
26,Stefan Radu,stefan radu,D
27,Bram Nuytinck,bram nuytinck,D
28,Nicolás Spolli,nicolas spolli,D
29,Samir Handanovic,samir handanovic,GK
30,Mattia Perin,mattia perin,GK
31,Bastos,bastos,D
32,Leonardo Bonucci,leonardo bonucci,D
33,Gianluigi Buffon,gianluigi buffon,GK
34,Alessio Romagnoli,alessio romagnoli,D
35,Juan Jesus,juanjesus,D
36,Federico Ceccherini,federico ceccherini,D
37,Samir,samir,D
38,Emiliano Viviano,emiliano viviano,GK
39,Alex Ferrari,alex ferrari,D
40,Felipe,felipe,D
41,Thomas Strakosha,thomas strakosha,GK
42,Marco Sportiello,marco sportiello,GK
43,Vincent Laurini,vincent laurini,D
44,Stefano Sorrentino,stefano sorrentino,GK
45,Emiliano Moretti,emiliano moretti,D
46,Danilo,danilo,D
47,Nicolás Burdisso,nicolas burdisso,D
48,Berat Djimsiti,berat djimsiti,D
49,Filip Helander,philip helander,D
50,Alfred Gomis,alfred gomis,GK
51,Antonio Caracciolo,antonio caracciolo,D
52,Luca Rossettini,luca rossettini,D
53,Nenad Tomovic,nenad tomovic,D
54,Sebastien De Maio,sebastian demaio,D
55,Fabrizio Cacciatore,fabrizio cacciatore,D
56,Alessio Cragno,alessio cragno,GK
57,Francesco Vicari,francesco vicari,D
58,Fabio Pisacane,fabio pisacane,D
59,Pepe Reina,pepe reina,GK
60,Giancarlo González,giancarlo gonzalez,D
61,Marco Andreolli,marco andreoli,D
62,Andrea Consigli,andrea consigli,GK
